id,max_voice_score
TEST_44227,0.9881862
TEST_15103,0.99922
TEST_42389,0.9997809
TEST_47221,0.9998475
TEST_47551,0.99993086
TEST_14255,0.9987244
TEST_31210,0.9997573
TEST_29464,0.99997437
TEST_45422,0.99991137
TEST_01356,0.9990171
TEST_15638,0.9999517
TEST_28626,0.002098127
TEST_47689,0.9999269
TEST_09886,0.99997795
TEST_30152,0.9999442
TEST_12112,0.9999002
TEST_18854,0.00074407336
TEST_25731,0.99895144
TEST_46458,0.9999074
TEST_02821,0.9969237
TEST_00229,0.99968463
TEST_13774,0.963053
TEST_18038,0.99989325
TEST_02293,0.99996734
TEST_48361,0.99781847
TEST_19492,0.99977624
TEST_23618,0.9996659
TEST_18658,0.99998003
TEST_00783,0.99999136
TEST_37904,0.99999154
TEST_46768,0.99989265
TEST_09109,0.99953014
TEST_24890,0.9999814
TEST_43156,0.9978262
TEST_30356,0.9987048
TEST_11254,0.99851274
TEST_20106,0.9999569
TEST_15484,0.051504828
TEST_31099,0.9997945
TEST_40544,0.99998796
TEST_36821,0.9999865
TEST_36599,0.99991864
TEST_26909,0.99110824
TEST_33602,0.9999802
TEST_10629,1.0063638e-06
TEST_02274,0.99987376
TEST_29426,0.99992937
TEST_24880,0.9998091
TEST_49839,0.99996644
TEST_13585,0.99999803
TEST_01993,0.99993646
TEST_33101,0.99945265
TEST_21569,0.9999471
TEST_23782,0.9992096
TEST_26672,0.9999278
TEST_03392,0.99997884
TEST_24489,0.9999932
TEST_01058,0.99977225
TEST_49751,0.99998224
TEST_13277,0.9986423
TEST_06505,6.385659e-05
TEST_13456,0.9998958
TEST_20733,0.99990714
TEST_09918,0.9861272
TEST_15995,0.99804395
TEST_21591,0.00016420582
TEST_06682,0.9996247
TEST_21644,0.99967927
TEST_12006,0.6292571
TEST_47833,0.99998385
TEST_23614,0.99909705
TEST_04480,0.9998993
TEST_25882,0.99996525
TEST_28749,0.9999341
TEST_12789,0.99977547
TEST_42318,0.99989027
TEST_08443,0.9999913
TEST_04944,0.9999975
TEST_49992,1.4330834e-05
TEST_06073,0.999984
TEST_19611,0.9998155
TEST_11968,0.9997392
TEST_05393,0.9999373
TEST_47207,0.9996754
TEST_43264,0.99998385
TEST_14106,0.99999183
TEST_34259,0.98573405
TEST_01975,0.9999747
TEST_42021,2.9593177e-06
TEST_33665,0.9999893
TEST_01092,0.9994759
TEST_10962,0.9999044
TEST_07770,0.9999645
TEST_23714,0.99998635
TEST_14375,1.0394766e-07
TEST_24083,0.9999618
TEST_42401,0.99973816
TEST_06773,0.99892753
TEST_12023,0.99998724
TEST_34988,0.9993539
TEST_25148,1.0475757e-05
TEST_42082,0.0013775888
TEST_13314,0.008658093
TEST_10755,0.99996114
TEST_21122,0.0058794995
TEST_25133,0.99986774
TEST_13290,0.0011644447
TEST_10949,0.99960077
TEST_21674,0.9999718
TEST_16193,0.0134797655
TEST_07044,0.9998003
TEST_27272,0.99951863
TEST_14925,0.9999869
TEST_20404,0.9999558
TEST_20216,0.0001170291
TEST_21047,0.004060784
TEST_40403,0.9999768
TEST_11567,0.9985663
TEST_34125,0.99866533
TEST_27229,0.9999999
TEST_01319,0.9999987
TEST_30209,1.8420888e-09
TEST_01192,0.99996376
TEST_18063,0.0044603897
TEST_16777,0.99992615
TEST_04963,0.3846362
TEST_40774,0.9999788
TEST_35167,0.9999045
TEST_18288,0.9997729
TEST_09130,0.999681
TEST_01965,0.99659246
TEST_47296,0.999944
TEST_40370,0.0055765207
TEST_20607,0.9995117
TEST_40438,0.0066347453
TEST_46407,0.9997575
TEST_48992,0.9999847
TEST_26668,0.9995367
TEST_49588,0.9991906
TEST_22626,0.99531883
TEST_25509,0.9999137
TEST_45019,0.99995357
TEST_40170,0.999929
TEST_49125,0.99995506
TEST_47034,0.9998119
TEST_06504,0.9998859
TEST_02331,0.9999977
TEST_42267,0.9999949
TEST_20664,0.99996954
TEST_45571,0.99992734
TEST_23915,0.9999759
TEST_19180,0.005464357
TEST_04804,0.99993384
TEST_18782,0.999864
TEST_06983,0.9996866
TEST_37761,0.99978733
TEST_16315,0.99935126
TEST_46008,0.9999734
TEST_35462,0.9996086
TEST_43174,0.99981844
TEST_18035,0.99979717
TEST_05523,0.9999977
TEST_27347,0.9998547
TEST_18956,0.9999533
TEST_29858,0.9997412
TEST_23988,0.9994603
TEST_24822,0.9998948
TEST_22288,0.99995506
TEST_20782,0.9995835
TEST_26799,3.0887502e-05
TEST_08807,0.99940443
TEST_37965,0.99985784
TEST_26167,0.99977326
TEST_21720,0.007860064
TEST_20775,0.9981011
TEST_41018,0.9714517
TEST_35394,0.99984044
TEST_16342,0.27428505
TEST_48896,0.99997485
TEST_17645,0.9997969
TEST_00724,0.999999
TEST_30877,0.9999987
TEST_33811,0.9999584
TEST_24831,0.9999459
TEST_03264,0.5224045
TEST_36820,0.9986386
TEST_29471,0.9995037
TEST_21353,0.004726056
TEST_05324,0.99999344
TEST_35826,0.99994797
TEST_38705,0.99995685
TEST_27148,0.99999607
TEST_29271,1.9797878e-06
TEST_00510,0.9287613
TEST_24253,0.999999
TEST_19007,0.99998856
TEST_01160,0.99998105
TEST_37597,0.99967086
TEST_48487,0.9997775
TEST_44216,0.9999964
TEST_34108,0.005706668
TEST_07816,0.9999541
TEST_24372,0.99722546
TEST_23328,1.2025916e-07
TEST_16509,0.9999556
TEST_10620,0.99999285
TEST_37060,0.99998486
TEST_30027,0.99996984
TEST_45602,0.999896
TEST_24666,0.9999551
TEST_06477,0.9999561
TEST_15941,0.99999464
TEST_39141,0.99973387
TEST_31810,0.99999106
TEST_09201,0.9994858
TEST_33472,0.99974626
TEST_36078,0.031919897
TEST_32685,0.9990017
TEST_36935,0.9998165
TEST_41924,0.99985474
TEST_35596,0.999965
TEST_05397,0.9977855
TEST_37980,0.99999833
TEST_02955,1.7176348e-05
TEST_24478,0.9998963
TEST_35828,0.9998163
TEST_26772,0.99988467
TEST_14699,0.99995804
TEST_37328,0.99999875
TEST_33170,0.99890846
TEST_03620,0.9998502
TEST_05389,0.99996763
TEST_08057,0.9999514
TEST_06419,0.999807
TEST_47812,0.9999709
TEST_24381,0.9999523
TEST_27335,0.9999534
TEST_36730,0.9998558
TEST_27003,0.004721781
TEST_23665,0.9998652
TEST_17863,0.99998826
TEST_20396,0.000468783
TEST_39728,0.9997434
TEST_47760,0.9997793
TEST_19386,0.9998872
TEST_25243,0.9998138
TEST_21340,0.9997588
TEST_12916,0.9999939
TEST_09084,0.9999102
TEST_29933,0.9993296
TEST_47063,0.9997236
TEST_41184,0.9999985
TEST_15394,0.99702847
TEST_34561,0.96699977
TEST_36176,0.9998977
TEST_28744,0.99934536
TEST_11036,0.99999845
TEST_41285,0.99960583
TEST_32883,0.99729055
TEST_40172,0.99992347
TEST_27674,0.9999307
TEST_23299,0.9998422
TEST_31081,0.9998612
TEST_45340,0.99999434
TEST_29531,0.9824756
TEST_28909,0.9999814
TEST_22747,0.99997866
TEST_03695,0.9999355
TEST_03395,0.9993712
TEST_31793,0.99995655
TEST_10644,0.00032812697
TEST_48359,0.9991658
TEST_03417,0.99998754
TEST_23404,0.9999883
TEST_05183,0.9998969
TEST_33047,0.99997395
TEST_48264,0.999892
TEST_42237,0.9945448
TEST_42679,0.011241795
TEST_28555,0.9997935
TEST_12214,0.9998438
TEST_16781,0.99991155
TEST_22198,0.9998683
TEST_31691,0.99979895
TEST_47878,0.99998415
TEST_19627,0.9998761
TEST_17557,0.9999605
TEST_01446,0.9999765
TEST_08271,0.996027
TEST_05551,0.99998015
TEST_14661,0.99593467
TEST_29560,0.9999834
TEST_25115,0.999895
TEST_04728,0.9998815
TEST_42301,0.9994998
TEST_30271,0.9999864
TEST_37537,0.99993676
TEST_36992,0.9991528
TEST_04044,0.011952576
TEST_31556,0.3139439
TEST_38059,0.99998504
TEST_10107,0.9991612
TEST_06626,0.9970506
TEST_26163,7.377393e-08
TEST_46356,0.0056040897
TEST_19371,0.99996305
TEST_05270,0.99998015
TEST_11311,0.99993545
TEST_15508,0.99993634
TEST_09571,0.99999005
TEST_48134,0.9998352
TEST_35425,0.99997514
TEST_41310,0.9999458
TEST_38916,0.9996462
TEST_44689,0.99969226
TEST_25169,0.99936575
TEST_33515,0.9999972
TEST_37975,0.999938
TEST_04073,0.9999702
TEST_10694,0.99997675
TEST_08025,0.99833363
TEST_47153,0.9999841
TEST_12277,0.99693483
TEST_31722,1.692845e-05
TEST_05492,0.99994916
TEST_34031,0.9999867
TEST_05136,0.9993271
TEST_12422,0.9999933
TEST_48629,0.9997734
TEST_16081,0.9994466
TEST_36985,0.99996704
TEST_24363,0.99996483
TEST_25645,4.3843963e-07
TEST_48155,0.9992939
TEST_17198,0.99993414
TEST_26931,0.99992996
TEST_40805,0.81694746
TEST_35621,0.99970466
TEST_46002,0.0013439571
TEST_10646,0.99999094
TEST_10431,0.00026229082
TEST_09297,0.99991935
TEST_40038,0.9999624
TEST_01795,0.9999949
TEST_49692,0.88467956
TEST_10550,0.0027727922
TEST_13857,0.99996156
TEST_45642,9.0915665e-07
TEST_25871,0.99985933
TEST_39752,0.999971
TEST_42708,0.99895173
TEST_19111,0.9999786
TEST_07137,0.98605037
TEST_32110,0.9999858
TEST_32687,0.9997338
TEST_47313,0.9998448
TEST_26959,0.012409628
TEST_20417,0.99996823
TEST_02526,5.4629374e-05
TEST_10531,0.99999195
TEST_20494,0.9927248
TEST_13026,0.99996805
TEST_42479,0.87965304
TEST_45927,0.8947539
TEST_17207,0.9999888
TEST_11517,0.9996095
TEST_21058,0.009813362
TEST_25271,0.999966
TEST_16265,0.9993787
TEST_04925,0.99884105
TEST_20966,0.9999786
TEST_13956,0.00015896678
TEST_36240,0.033308253
TEST_41576,0.9999891
TEST_21243,0.9999872
TEST_18061,0.99986595
TEST_21578,0.99985605
TEST_00761,0.9999796
TEST_09008,0.91105103
TEST_46914,0.9999544
TEST_17234,0.0040125353
TEST_31724,0.99997264
TEST_25307,0.9949168
TEST_35080,1.8456123e-05
TEST_16592,0.9999825
TEST_06107,0.9988299
TEST_15884,0.06368228
TEST_35243,0.99997145
TEST_08727,0.99989504
TEST_42031,0.9993761
TEST_18011,0.9999913
TEST_28191,0.999993
TEST_08565,0.9950776
TEST_26677,0.9999801
TEST_23874,0.99999034
TEST_40120,0.9999914
TEST_32935,0.9874299
TEST_49884,0.9999435
TEST_41276,1.7042727e-07
TEST_37863,0.8151705
TEST_30291,0.019257441
TEST_10343,0.99921346
TEST_05845,0.9999903
TEST_01540,0.9997507
TEST_04661,0.9998677
TEST_05380,0.9999988
TEST_47811,0.99992275
TEST_17379,0.9999405
TEST_41992,0.99993575
TEST_41749,0.99999964
TEST_20434,0.99998534
TEST_37037,0.99998945
TEST_24154,0.99993
TEST_07917,0.9999304
TEST_43690,0.92151
TEST_37241,0.9996454
TEST_19662,0.99968034
TEST_25051,0.9999868
TEST_34448,0.9999669
TEST_18476,0.9987324
TEST_42002,0.9999996
TEST_21897,0.0029966303
TEST_04265,1.682774e-05
TEST_41725,0.99999404
TEST_27053,0.9997945
TEST_34488,0.99997437
TEST_26915,2.769813e-07
TEST_28774,0.99994946
TEST_10676,0.9999664
TEST_43621,0.9999964
TEST_46788,0.99982417
TEST_38252,1.225179e-07
TEST_11899,0.9996345
TEST_40734,0.99997795
TEST_01139,0.99998045
TEST_11202,0.9998707
TEST_01972,0.9999825
TEST_11421,0.9998397
TEST_33172,0.99990773
TEST_24258,0.9993172
TEST_42984,0.999985
TEST_09987,2.665154e-06
TEST_34889,0.9998604
TEST_46338,0.16650374
TEST_13266,0.99986994
TEST_37105,0.9972767
TEST_05173,0.98528343
TEST_04475,0.99976975
TEST_35687,0.9995692
TEST_48088,0.999518
TEST_37881,0.9999758
TEST_38350,3.9247534e-06
TEST_45549,0.9998789
TEST_05058,0.99999154
TEST_06436,0.9996882
TEST_48245,0.99987227
TEST_20415,0.9994345
TEST_10705,0.99135536
TEST_23342,0.998648
TEST_01228,0.99956185
TEST_23323,0.9996587
TEST_36510,3.166881e-07
TEST_11441,0.99997663
TEST_38003,0.00015323125
TEST_13276,0.7039478
TEST_44490,0.99998635
TEST_41472,0.9999874
TEST_24747,0.99997795
TEST_49055,0.17344724
TEST_16694,0.99981916
TEST_19036,0.9999542
TEST_32343,0.9999899
TEST_04694,0.98818934
TEST_10100,0.99998784
TEST_46566,0.99998957
TEST_49452,0.9998918
TEST_32432,0.99928844
TEST_22784,0.99999946
TEST_31861,0.999857
TEST_23632,0.21871181
TEST_31805,0.9994388
TEST_42645,0.9882975
TEST_02869,0.95903933
TEST_38257,0.9999833
TEST_26098,0.99989104
TEST_38121,0.9996223
TEST_36551,0.99994093
TEST_30468,0.9999925
TEST_21773,7.409517e-07
TEST_12415,0.99835205
TEST_45669,0.99999475
TEST_12019,8.89147e-07
TEST_09875,0.9999837
TEST_01875,0.9999624
TEST_36676,0.9999217
TEST_04715,0.9997757
TEST_30415,0.99995995
TEST_36884,0.9997277
TEST_01122,0.02980127
TEST_08110,0.9999975
TEST_07923,0.0008821834
TEST_22330,0.999932
TEST_09077,0.9962514
TEST_36153,0.9998403
TEST_24540,0.9998432
TEST_10537,0.9999679
TEST_17374,0.9999773
TEST_00686,0.9992535
TEST_24411,0.99982065
TEST_44855,0.99996734
TEST_18902,0.99971354
TEST_39976,0.9999957
TEST_42033,0.9999698
TEST_36879,0.99868786
TEST_15366,0.9999972
TEST_02931,0.994566
TEST_33161,0.99718153
TEST_43850,0.99993193
TEST_27483,0.9999839
TEST_02457,0.9999078
TEST_24484,0.9995618
TEST_35210,0.99999183
TEST_14028,8.30493e-07
TEST_49251,0.9996315
TEST_37504,0.99988
TEST_27281,0.9989956
TEST_29864,0.0008201754
TEST_03745,0.99975497
TEST_06448,0.9999747
TEST_24374,0.9960052
TEST_45727,0.999944
TEST_30416,0.9999989
TEST_03397,0.9993954
TEST_08052,0.999972
TEST_39461,0.9999877
TEST_46931,0.99997497
TEST_48876,0.9999349
TEST_32716,0.9999329
TEST_01557,0.99935853
TEST_43935,0.94639516
TEST_15485,0.99997973
TEST_12373,0.9999172
TEST_44537,0.00044950566
TEST_25272,0.9999639
TEST_42147,0.99991477
TEST_02176,0.99993455
TEST_08541,0.9927619
TEST_29668,0.9999511
TEST_41221,0.99988705
TEST_19513,0.9997264
TEST_43123,0.99964845
TEST_28270,0.99996185
TEST_20655,0.9958818
TEST_03453,0.99869126
TEST_48022,0.99999267
TEST_09456,0.9999468
TEST_22301,0.99988306
TEST_22152,0.9998684
TEST_12867,0.9999402
TEST_38517,0.99974614
TEST_06913,0.9990469
TEST_31116,0.99958724
TEST_12959,0.9996032
TEST_12000,8.742959e-06
TEST_26092,0.999289
TEST_06940,0.9975639
TEST_06224,0.9998271
TEST_00220,0.9998207
TEST_02966,0.99998987
TEST_19246,0.9999938
TEST_08192,0.99995816
TEST_27000,0.9999851
TEST_35694,0.53970814
TEST_02202,0.99999344
TEST_28794,0.99969584
TEST_39550,0.9998076
TEST_17976,0.99699193
TEST_10505,0.99988043
TEST_33081,0.99998707
TEST_43949,0.99999946
TEST_27494,0.9999947
TEST_26096,0.0010121289
TEST_27657,0.9997034
TEST_25746,0.9999747
TEST_30340,0.99974346
TEST_31618,0.99993235
TEST_20537,0.9998765
TEST_04225,0.99984705
TEST_16625,0.99999684
TEST_27539,0.9997152
TEST_10233,0.9999916
TEST_38422,0.2130018
TEST_09844,0.99999404
TEST_44267,0.9998195
TEST_22515,0.99925816
TEST_01013,0.99998057
TEST_18350,0.9999033
TEST_28808,0.9999837
TEST_28560,0.99999094
TEST_47999,0.010503291
TEST_25042,0.99981284
TEST_44488,0.99977225
TEST_46733,0.99948996
TEST_42869,0.9998943
TEST_01941,0.9998629
TEST_04685,0.99998856
TEST_32364,0.999994
TEST_30659,0.99963444
TEST_03137,0.99953634
TEST_14857,0.0008916936
TEST_31138,0.9996489
TEST_03116,0.99985886
TEST_49977,0.99998975
TEST_08589,0.9993591
TEST_49022,0.95721906
TEST_22921,0.9997815
TEST_30267,0.99997777
TEST_00569,0.9999861
TEST_49236,0.9999962
TEST_33899,0.99993587
TEST_40488,0.99974155
TEST_23443,0.9995127
TEST_29823,0.9997531
TEST_07335,6.970419e-05
TEST_32269,0.9999077
TEST_01483,0.99978596
TEST_06646,0.99999064
TEST_16260,0.999995
TEST_33816,0.9986062
TEST_15620,0.9999971
TEST_14517,0.999984
TEST_46068,0.99979824
TEST_21759,0.99988824
TEST_01156,1.142276e-06
TEST_18746,0.0013260571
TEST_18028,0.9985797
TEST_09814,0.9997107
TEST_07372,0.99998623
TEST_27593,0.015316787
TEST_10516,0.9989608
TEST_49752,0.9999911
TEST_19344,0.9999511
TEST_22409,0.99993104
TEST_05169,0.9996822
TEST_20970,0.9953944
TEST_49065,0.99999404
TEST_46476,0.9999746
TEST_46269,0.9999957
TEST_44215,0.9995831
TEST_20101,0.99997324
TEST_23627,0.9999707
TEST_33729,0.99982727
TEST_49809,0.97025764
TEST_15665,0.02729796
TEST_33528,0.9995975
TEST_49490,0.99532545
TEST_27589,0.015863463
TEST_23265,0.9999635
TEST_13622,0.9999355
TEST_06227,0.99993
TEST_07021,0.9999678
TEST_11719,0.99986243
TEST_04554,0.9999969
TEST_03228,0.9997398
TEST_24036,0.8348503
TEST_23462,0.99999875
TEST_45367,0.99997514
TEST_02104,0.99991804
TEST_20384,0.99996823
TEST_44122,0.9999104
TEST_13037,0.9994177
TEST_30011,8.467351e-05
TEST_12208,0.9984916
TEST_13681,0.99997467
TEST_35619,0.999981
TEST_40831,0.99999523
TEST_43988,0.99951935
TEST_29970,0.99990743
TEST_08594,0.9999575
TEST_35937,0.999861
TEST_15173,0.99998707
TEST_42106,0.99992645
TEST_43459,0.99981916
TEST_44724,0.9999635
TEST_15778,0.99999726
TEST_03912,0.9999912
TEST_19130,0.9999695
TEST_29569,0.9999987
TEST_20512,0.013203293
TEST_20456,0.9999887
TEST_15628,0.012992582
TEST_33827,0.9999493
TEST_17783,0.9998319
TEST_11249,0.99986196
TEST_11711,4.264532e-07
TEST_22272,0.9999983
TEST_18940,0.9999855
TEST_34062,0.9999456
TEST_16934,0.99993014
TEST_14342,0.999958
TEST_25157,0.9998566
TEST_08562,0.9999955
TEST_26817,0.99996996
TEST_40701,0.9999941
TEST_35738,0.9999908
TEST_34486,0.9995033
TEST_28020,0.99966085
TEST_30335,0.99997634
TEST_07672,0.0044656126
TEST_21814,0.99801433
TEST_39410,0.9999781
TEST_43511,0.9997542
TEST_17369,0.9999934
TEST_26396,0.9994852
TEST_22106,0.9980863
TEST_25256,0.9999444
TEST_05886,0.99998707
TEST_10430,0.99982196
TEST_15207,0.99997604
TEST_14692,0.9997686
TEST_09372,0.999419
TEST_39680,0.99976015
TEST_22490,0.9997987
TEST_48230,0.99946886
TEST_17346,0.9999571
TEST_46907,0.99983716
TEST_12870,0.99993235
TEST_21861,0.9997612
TEST_04254,0.99839014
TEST_34376,0.99998313
TEST_48914,0.7538355
TEST_36989,5.5922243e-05
TEST_16468,0.99998075
TEST_47447,0.9994218
TEST_10862,0.99976194
TEST_14183,0.999998
TEST_38734,0.9987423
TEST_02248,0.9992347
TEST_25825,0.99433863
TEST_29891,0.9991718
TEST_11620,0.9999849
TEST_01561,0.005608885
TEST_09391,0.99996907
TEST_05511,0.9991905
TEST_39171,0.9999197
TEST_09511,0.99886644
TEST_31814,0.9999996
TEST_12809,0.99996346
TEST_11449,0.9794513
TEST_07267,0.99999505
TEST_38737,0.99415016
TEST_04898,0.99999523
TEST_07129,1.8349924e-06
TEST_36681,0.999917
TEST_05946,0.99999875
TEST_30552,0.99939966
TEST_42040,0.99999225
TEST_11888,0.9997355
TEST_30145,0.9999332
TEST_15838,0.9995618
TEST_43067,0.99973446
TEST_23508,0.99998665
TEST_01854,0.99999166
TEST_07183,3.410356e-05
TEST_18943,0.9999971
TEST_34356,0.99990404
TEST_18060,0.9993255
TEST_27165,0.9999869
TEST_31073,0.9999977
TEST_48271,0.9999243
TEST_15871,0.99956745
TEST_06859,0.99995846
TEST_11414,0.99997264
TEST_01227,0.99998295
TEST_23261,0.0006249743
TEST_17236,8.634644e-08
TEST_32023,0.9999265
TEST_11142,0.9999794
TEST_36270,0.99994695
TEST_07240,0.9997938
TEST_40999,0.99980164
TEST_46421,0.99996316
TEST_17184,0.99987704
TEST_21126,0.009478238
TEST_33351,0.999273
TEST_46059,0.99997514
TEST_35497,0.99990916
TEST_17317,0.9995195
TEST_14120,0.9998869
TEST_31688,0.9999882
TEST_34285,0.99946773
TEST_36823,0.99999297
TEST_45479,0.9999588
TEST_27303,0.9999536
TEST_03512,0.99999136
TEST_41772,0.87031364
TEST_20991,0.018008007
TEST_30028,0.9999171
TEST_09342,0.99981594
TEST_44643,0.99017125
TEST_33033,0.7412902
TEST_15059,0.99987984
TEST_30657,0.99886423
TEST_03231,0.99877816
TEST_17260,4.710374e-06
TEST_47197,0.032162122
TEST_35696,0.9997688
TEST_21206,0.99978423
TEST_46468,0.9999972
TEST_16772,0.999986
TEST_04364,0.9989844
TEST_04296,0.9999447
TEST_05177,0.99997044
TEST_30892,0.9879414
TEST_46657,0.9996211
TEST_46783,0.9999986
TEST_41159,0.999989
TEST_35724,0.9986983
TEST_33006,0.99475247
TEST_32044,0.99999267
TEST_00437,0.9999531
TEST_41630,0.9980953
TEST_15683,0.99876535
TEST_03962,0.9995863
TEST_31819,0.99993324
TEST_09700,0.9931632
TEST_02100,0.99996626
TEST_35695,0.9997796
TEST_46326,0.9996518
TEST_39954,0.99950796
TEST_08641,0.9999873
TEST_47755,0.9746862
TEST_10163,0.9999988
TEST_26964,0.99980706
TEST_24745,0.9999876
TEST_00865,0.9997964
TEST_06702,0.9997744
TEST_21585,0.99997723
TEST_15590,0.9999353
TEST_44337,0.9961877
TEST_20459,0.9996537
TEST_23018,0.999993
TEST_06331,0.9997916
TEST_08567,0.99862164
TEST_01169,0.99927866
TEST_07736,0.91937715
TEST_17742,0.9782746
TEST_02184,0.98715246
TEST_34482,0.99639964
TEST_16829,0.99999106
TEST_29588,0.99766743
TEST_33484,0.99999577
TEST_47593,0.9999791
TEST_24335,0.9992717
TEST_14433,0.9999628
TEST_09281,0.99999046
TEST_01724,0.9997837
TEST_07038,0.9997158
TEST_28737,0.9999946
TEST_04746,0.0002544716
TEST_34799,0.99755794
TEST_37433,0.9999421
TEST_31863,0.9999897
TEST_23052,1.7692208e-05
TEST_42405,9.765277e-08
TEST_43134,0.99990696
TEST_06246,0.99994934
TEST_10915,0.9999956
TEST_06434,0.9940235
TEST_04333,0.9999582
TEST_24865,0.9986053
TEST_37403,0.9999855
TEST_26882,0.9984267
TEST_38118,0.99997866
TEST_42204,0.99998534
TEST_31452,0.99968976
TEST_38488,0.9999869
TEST_34089,0.999864
TEST_24863,0.99998844
TEST_09761,0.99998736
TEST_27385,3.4838078e-05
TEST_11040,0.99999
TEST_41852,0.67302597
TEST_06651,0.012499742
TEST_09029,0.9999865
TEST_10739,0.9968707
TEST_11119,0.040401448
TEST_08079,1.5621306e-05
TEST_19541,0.9999979
TEST_36160,0.000975653
TEST_13087,0.9999526
TEST_48818,0.999959
TEST_26378,0.9999267
TEST_08374,0.9999671
TEST_37273,0.99985
TEST_07656,0.99897265
TEST_46891,0.9999988
TEST_39917,0.99903446
TEST_35161,0.93781704
TEST_49908,0.9997053
TEST_17001,0.9997108
TEST_27749,0.9999075
TEST_19778,0.9999907
TEST_14158,0.99969834
TEST_25163,0.07464731
TEST_03247,2.3680182e-05
TEST_22278,0.9999895
TEST_10217,0.99989927
TEST_29512,0.9994708
TEST_02129,0.99983877
TEST_18169,0.999979
TEST_34473,0.0018600816
TEST_07989,0.9986094
TEST_27083,0.9998481
TEST_13887,0.9993068
TEST_20826,0.9999813
TEST_43426,0.99959767
TEST_15106,0.99999523
TEST_29744,0.00160833
TEST_21112,0.999939
TEST_46427,0.99995285
TEST_17747,0.9999028
TEST_12723,0.9999263
TEST_47975,0.99989265
TEST_15213,0.9999873
TEST_34905,0.11186625
TEST_30842,0.9999881
TEST_07102,0.988147
TEST_19878,0.99991846
TEST_46942,0.9999843
TEST_40359,0.99999577
TEST_15313,0.9999945
TEST_47161,0.99999505
TEST_30962,0.9999956
TEST_15874,2.5007564e-08
TEST_27039,0.99990666
TEST_14181,2.1048916e-05
TEST_24042,0.9995948
TEST_40537,0.78541785
TEST_44262,0.9999756
TEST_30599,0.99982387
TEST_04836,0.99933267
TEST_08193,0.99963725
TEST_43432,0.9998473
TEST_48863,0.9999846
TEST_26600,0.9999414
TEST_24284,0.9999951
TEST_15076,0.9999784
TEST_00886,0.9998801
TEST_42214,0.9999353
TEST_45330,0.99995023
TEST_43147,0.99948645
TEST_17777,9.008005e-09
TEST_18241,0.99957603
TEST_08607,0.9999791
TEST_20450,0.99998003
TEST_32149,0.99945635
TEST_11618,0.99957365
TEST_41121,0.9998692
TEST_31991,0.99679166
TEST_33910,2.6378018e-07
TEST_49329,0.9999839
TEST_49823,0.99994355
TEST_13350,0.9971479
TEST_12720,0.9999319
TEST_20875,0.97487736
TEST_09041,0.95266557
TEST_36634,0.99980944
TEST_41773,0.99992496
TEST_26422,0.99780715
TEST_00465,0.99999696
TEST_48503,0.9998516
TEST_45496,0.9751688
TEST_42812,0.99996483
TEST_06607,5.4597734e-07
TEST_32930,0.9998859
TEST_15024,0.9960719
TEST_25657,0.99981993
TEST_31743,0.9993556
TEST_03338,0.99989706
TEST_16170,0.99941844
TEST_22680,0.999979
TEST_20634,0.9999252
TEST_44399,0.9999582
TEST_46870,0.9999871
TEST_20592,0.9999829
TEST_09293,0.9999733
TEST_08558,0.9999984
TEST_34057,0.9999766
TEST_27185,0.99986887
TEST_18710,0.9999661
TEST_02027,1.4682729e-07
TEST_48760,0.9517025
TEST_09822,0.99992
TEST_39057,1.5942906e-06
TEST_23980,0.9999364
TEST_13374,0.99995494
TEST_13555,0.9626448
TEST_38151,0.99982756
TEST_13993,0.99882007
TEST_06567,0.9999971
TEST_38013,0.99993473
TEST_23668,0.032110345
TEST_23868,0.99944013
TEST_49200,0.99998856
TEST_13596,0.99998087
TEST_20668,0.99869287
TEST_40206,0.08405973
TEST_06400,0.9999614
TEST_37289,8.471157e-06
TEST_10189,0.99970496
TEST_11152,0.032735195
TEST_17060,0.9998902
TEST_08698,0.99959767
TEST_21933,0.99987257
TEST_43900,0.9999786
TEST_08284,0.99904555
TEST_00010,0.99996483
TEST_14011,0.9999549
TEST_10123,0.6760107
TEST_40374,0.99981827
TEST_00625,0.99997306
TEST_15427,0.99999946
TEST_34513,0.99994487
TEST_30392,0.9999509
TEST_11726,0.9999874
TEST_36671,0.99995035
TEST_04250,0.99980277
TEST_41405,7.181535e-06
TEST_18517,0.9968006
TEST_47985,0.9998423
TEST_01188,0.9998563
TEST_10323,0.99995726
TEST_49972,0.99994826
TEST_28345,0.9999358
TEST_36558,0.9999812
TEST_35449,0.055084098
TEST_38111,0.99843466
TEST_27166,0.9999775
TEST_19689,0.9999885
TEST_27228,0.9999944
TEST_01817,0.99986625
TEST_24905,0.99991065
TEST_25550,0.99998987
TEST_47243,0.9996592
TEST_09717,0.9995041
TEST_27901,3.3978806e-05
TEST_09366,0.9985951
TEST_24806,0.99999905
TEST_00614,0.00082863553
TEST_30709,0.9999847
TEST_04206,0.99970424
TEST_11462,0.99993074
TEST_37164,0.99998134
TEST_46006,0.9984867
TEST_27103,0.99991065
TEST_45467,0.99997187
TEST_34413,0.9999682
TEST_34955,0.99944717
TEST_28041,0.9998289
TEST_48319,0.99997437
TEST_47532,0.99965006
TEST_00248,0.9999842
TEST_43333,0.9998155
TEST_35170,0.99986297
TEST_34508,0.9996648
TEST_19590,0.99960274
