id,path,fake,real
mixed_16694,/home/tdl/deepvoice/CQT_test_nocan/mixed_16694.ogg,1,1
BKBZIXTW,/home/tdl/deepvoice/CQT_test_nocan/BKBZIXTW.ogg,0,1
AYMXABJE,/home/tdl/deepvoice/CQT_test_nocan/AYMXABJE.ogg,0,1
mixed_1028,/home/tdl/deepvoice/CQT_test_nocan/mixed_1028.ogg,1,1
TJVOGVXQ,/home/tdl/deepvoice/CQT_test_nocan/TJVOGVXQ.ogg,1,0
VBNTUJXM,/home/tdl/deepvoice/CQT_test_nocan/VBNTUJXM.ogg,1,0
KBWPAVHE,/home/tdl/deepvoice/CQT_test_nocan/KBWPAVHE.ogg,1,0
ODSBYFGZ,/home/tdl/deepvoice/CQT_test_nocan/ODSBYFGZ.ogg,1,0
IFXBQEEY,/home/tdl/deepvoice/CQT_test_nocan/IFXBQEEY.ogg,0,1
mixed_1998,/home/tdl/deepvoice/CQT_test_nocan/mixed_1998.ogg,1,1
AEFBUARF,/home/tdl/deepvoice/CQT_test_nocan/AEFBUARF.ogg,0,1
GZMFJHTU,/home/tdl/deepvoice/CQT_test_nocan/GZMFJHTU.ogg,1,0
DTVJCSGB,/home/tdl/deepvoice/CQT_test_nocan/DTVJCSGB.ogg,0,1
EXURPEXJ,/home/tdl/deepvoice/CQT_test_nocan/EXURPEXJ.ogg,1,0
CNPZPDZG,/home/tdl/deepvoice/CQT_test_nocan/CNPZPDZG.ogg,0,1
TFQIBRIA,/home/tdl/deepvoice/CQT_test_nocan/TFQIBRIA.ogg,1,0
RRPJWQED,/home/tdl/deepvoice/CQT_test_nocan/RRPJWQED.ogg,0,1
CTVYKVYB,/home/tdl/deepvoice/CQT_test_nocan/CTVYKVYB.ogg,0,1
UCOYVUXS,/home/tdl/deepvoice/CQT_test_nocan/UCOYVUXS.ogg,1,0
mixed_26807,/home/tdl/deepvoice/CQT_test_nocan/mixed_26807.ogg,1,1
HLGTTGND,/home/tdl/deepvoice/CQT_test_nocan/HLGTTGND.ogg,1,0
mixed_14610,/home/tdl/deepvoice/CQT_test_nocan/mixed_14610.ogg,1,1
IJEUWYKO,/home/tdl/deepvoice/CQT_test_nocan/IJEUWYKO.ogg,0,1
FODGXGRR,/home/tdl/deepvoice/CQT_test_nocan/FODGXGRR.ogg,1,0
mixed_6808,/home/tdl/deepvoice/CQT_test_nocan/mixed_6808.ogg,1,1
JZLQXTOR,/home/tdl/deepvoice/CQT_test_nocan/JZLQXTOR.ogg,1,0
KKQZEKDC,/home/tdl/deepvoice/CQT_test_nocan/KKQZEKDC.ogg,0,1
YSSQARSV,/home/tdl/deepvoice/CQT_test_nocan/YSSQARSV.ogg,1,0
APLBUMTZ,/home/tdl/deepvoice/CQT_test_nocan/APLBUMTZ.ogg,0,1
UKQBNDGJ,/home/tdl/deepvoice/CQT_test_nocan/UKQBNDGJ.ogg,1,0
mixed_20699,/home/tdl/deepvoice/CQT_test_nocan/mixed_20699.ogg,1,1
mixed_20942,/home/tdl/deepvoice/CQT_test_nocan/mixed_20942.ogg,1,1
NGUVNTDP,/home/tdl/deepvoice/CQT_test_nocan/NGUVNTDP.ogg,0,1
POXHKPJC,/home/tdl/deepvoice/CQT_test_nocan/POXHKPJC.ogg,0,1
HAYLMKBR,/home/tdl/deepvoice/CQT_test_nocan/HAYLMKBR.ogg,0,1
mixed_12358,/home/tdl/deepvoice/CQT_test_nocan/mixed_12358.ogg,1,1
PGDNGQFM,/home/tdl/deepvoice/CQT_test_nocan/PGDNGQFM.ogg,0,1
SIDELAUZ,/home/tdl/deepvoice/CQT_test_nocan/SIDELAUZ.ogg,1,0
mixed_4004,/home/tdl/deepvoice/CQT_test_nocan/mixed_4004.ogg,1,1
mixed_13865,/home/tdl/deepvoice/CQT_test_nocan/mixed_13865.ogg,1,1
CEMYUMRI,/home/tdl/deepvoice/CQT_test_nocan/CEMYUMRI.ogg,0,1
mixed_12112,/home/tdl/deepvoice/CQT_test_nocan/mixed_12112.ogg,1,1
mixed_22399,/home/tdl/deepvoice/CQT_test_nocan/mixed_22399.ogg,1,1
VEZDSLNS,/home/tdl/deepvoice/CQT_test_nocan/VEZDSLNS.ogg,1,0
EGFDFQKX,/home/tdl/deepvoice/CQT_test_nocan/EGFDFQKX.ogg,0,1
LEEXJMXQ,/home/tdl/deepvoice/CQT_test_nocan/LEEXJMXQ.ogg,0,1
YKIUEJCZ,/home/tdl/deepvoice/CQT_test_nocan/YKIUEJCZ.ogg,1,0
BGPOXCPH,/home/tdl/deepvoice/CQT_test_nocan/BGPOXCPH.ogg,1,0
mixed_16696,/home/tdl/deepvoice/CQT_test_nocan/mixed_16696.ogg,1,1
mixed_4089,/home/tdl/deepvoice/CQT_test_nocan/mixed_4089.ogg,1,1
AGGDYNKC,/home/tdl/deepvoice/CQT_test_nocan/AGGDYNKC.ogg,0,1
YVCMLJPB,/home/tdl/deepvoice/CQT_test_nocan/YVCMLJPB.ogg,1,0
mixed_450,/home/tdl/deepvoice/CQT_test_nocan/mixed_450.ogg,1,1
mixed_24129,/home/tdl/deepvoice/CQT_test_nocan/mixed_24129.ogg,1,1
JDYIIOEI,/home/tdl/deepvoice/CQT_test_nocan/JDYIIOEI.ogg,0,1
WKBUORXD,/home/tdl/deepvoice/CQT_test_nocan/WKBUORXD.ogg,1,0
FITPQESX,/home/tdl/deepvoice/CQT_test_nocan/FITPQESX.ogg,1,0
VFETVWYP,/home/tdl/deepvoice/CQT_test_nocan/VFETVWYP.ogg,1,0
mixed_22720,/home/tdl/deepvoice/CQT_test_nocan/mixed_22720.ogg,1,1
UZGCXWLW,/home/tdl/deepvoice/CQT_test_nocan/UZGCXWLW.ogg,0,1
IFHFHSJR,/home/tdl/deepvoice/CQT_test_nocan/IFHFHSJR.ogg,1,0
FGTNULUQ,/home/tdl/deepvoice/CQT_test_nocan/FGTNULUQ.ogg,1,0
mixed_4534,/home/tdl/deepvoice/CQT_test_nocan/mixed_4534.ogg,1,1
WXPRCBEP,/home/tdl/deepvoice/CQT_test_nocan/WXPRCBEP.ogg,0,1
PEZEEXFQ,/home/tdl/deepvoice/CQT_test_nocan/PEZEEXFQ.ogg,0,1
NGVCSAAM,/home/tdl/deepvoice/CQT_test_nocan/NGVCSAAM.ogg,1,0
mixed_10942,/home/tdl/deepvoice/CQT_test_nocan/mixed_10942.ogg,1,1
LGYCRHMM,/home/tdl/deepvoice/CQT_test_nocan/LGYCRHMM.ogg,0,1
mixed_56,/home/tdl/deepvoice/CQT_test_nocan/mixed_56.ogg,1,1
CZMEGFKN,/home/tdl/deepvoice/CQT_test_nocan/CZMEGFKN.ogg,0,1
OHEKHFEI,/home/tdl/deepvoice/CQT_test_nocan/OHEKHFEI.ogg,1,0
MPSWTVAZ,/home/tdl/deepvoice/CQT_test_nocan/MPSWTVAZ.ogg,0,1
WKGXWZVE,/home/tdl/deepvoice/CQT_test_nocan/WKGXWZVE.ogg,1,0
ZRJOEOJX,/home/tdl/deepvoice/CQT_test_nocan/ZRJOEOJX.ogg,0,1
VVBVTKTN,/home/tdl/deepvoice/CQT_test_nocan/VVBVTKTN.ogg,0,1
mixed_23163,/home/tdl/deepvoice/CQT_test_nocan/mixed_23163.ogg,1,1
JBARQZGJ,/home/tdl/deepvoice/CQT_test_nocan/JBARQZGJ.ogg,0,1
mixed_6942,/home/tdl/deepvoice/CQT_test_nocan/mixed_6942.ogg,1,1
XRDLWRHD,/home/tdl/deepvoice/CQT_test_nocan/XRDLWRHD.ogg,1,0
mixed_24239,/home/tdl/deepvoice/CQT_test_nocan/mixed_24239.ogg,1,1
XCXWRGHK,/home/tdl/deepvoice/CQT_test_nocan/XCXWRGHK.ogg,0,1
FHELFMWV,/home/tdl/deepvoice/CQT_test_nocan/FHELFMWV.ogg,0,1
VQZWBVSZ,/home/tdl/deepvoice/CQT_test_nocan/VQZWBVSZ.ogg,0,1
URTSLDER,/home/tdl/deepvoice/CQT_test_nocan/URTSLDER.ogg,1,0
YBYAZEHI,/home/tdl/deepvoice/CQT_test_nocan/YBYAZEHI.ogg,0,1
IVBUKRNK,/home/tdl/deepvoice/CQT_test_nocan/IVBUKRNK.ogg,0,1
OAIHGGBK,/home/tdl/deepvoice/CQT_test_nocan/OAIHGGBK.ogg,0,1
mixed_10102,/home/tdl/deepvoice/CQT_test_nocan/mixed_10102.ogg,1,1
HJABOSTS,/home/tdl/deepvoice/CQT_test_nocan/HJABOSTS.ogg,1,0
OTVVWECL,/home/tdl/deepvoice/CQT_test_nocan/OTVVWECL.ogg,1,0
KZLYRTZM,/home/tdl/deepvoice/CQT_test_nocan/KZLYRTZM.ogg,0,1
YWNFEERY,/home/tdl/deepvoice/CQT_test_nocan/YWNFEERY.ogg,0,1
DWMVLLRL,/home/tdl/deepvoice/CQT_test_nocan/DWMVLLRL.ogg,1,0
FRTWXYPI,/home/tdl/deepvoice/CQT_test_nocan/FRTWXYPI.ogg,0,1
QFUNNXQT,/home/tdl/deepvoice/CQT_test_nocan/QFUNNXQT.ogg,1,0
mixed_19413,/home/tdl/deepvoice/CQT_test_nocan/mixed_19413.ogg,1,1
BYQDQIQL,/home/tdl/deepvoice/CQT_test_nocan/BYQDQIQL.ogg,0,1
KKSQFVXU,/home/tdl/deepvoice/CQT_test_nocan/KKSQFVXU.ogg,0,1
mixed_23882,/home/tdl/deepvoice/CQT_test_nocan/mixed_23882.ogg,1,1
GOHGVRCN,/home/tdl/deepvoice/CQT_test_nocan/GOHGVRCN.ogg,0,1
mixed_20803,/home/tdl/deepvoice/CQT_test_nocan/mixed_20803.ogg,1,1
ABXJPTKW,/home/tdl/deepvoice/CQT_test_nocan/ABXJPTKW.ogg,1,0
CPWXZUXJ,/home/tdl/deepvoice/CQT_test_nocan/CPWXZUXJ.ogg,0,1
mixed_15284,/home/tdl/deepvoice/CQT_test_nocan/mixed_15284.ogg,1,1
WUXUECHQ,/home/tdl/deepvoice/CQT_test_nocan/WUXUECHQ.ogg,0,1
mixed_19346,/home/tdl/deepvoice/CQT_test_nocan/mixed_19346.ogg,1,1
mixed_2261,/home/tdl/deepvoice/CQT_test_nocan/mixed_2261.ogg,1,1
MIAMLKWP,/home/tdl/deepvoice/CQT_test_nocan/MIAMLKWP.ogg,1,0
ATZFFMBX,/home/tdl/deepvoice/CQT_test_nocan/ATZFFMBX.ogg,1,0
MIJWQAVZ,/home/tdl/deepvoice/CQT_test_nocan/MIJWQAVZ.ogg,1,0
GEUXUZWI,/home/tdl/deepvoice/CQT_test_nocan/GEUXUZWI.ogg,0,1
mixed_1658,/home/tdl/deepvoice/CQT_test_nocan/mixed_1658.ogg,1,1
mixed_17098,/home/tdl/deepvoice/CQT_test_nocan/mixed_17098.ogg,1,1
NCGLHVRW,/home/tdl/deepvoice/CQT_test_nocan/NCGLHVRW.ogg,0,1
AYWSUETD,/home/tdl/deepvoice/CQT_test_nocan/AYWSUETD.ogg,1,0
FDUUIYJL,/home/tdl/deepvoice/CQT_test_nocan/FDUUIYJL.ogg,0,1
RHVWOACW,/home/tdl/deepvoice/CQT_test_nocan/RHVWOACW.ogg,0,1
mixed_4029,/home/tdl/deepvoice/CQT_test_nocan/mixed_4029.ogg,1,1
mixed_8964,/home/tdl/deepvoice/CQT_test_nocan/mixed_8964.ogg,1,1
mixed_26049,/home/tdl/deepvoice/CQT_test_nocan/mixed_26049.ogg,1,1
mixed_15956,/home/tdl/deepvoice/CQT_test_nocan/mixed_15956.ogg,1,1
mixed_21591,/home/tdl/deepvoice/CQT_test_nocan/mixed_21591.ogg,1,1
WADJCXQD,/home/tdl/deepvoice/CQT_test_nocan/WADJCXQD.ogg,1,0
ILXBAHGO,/home/tdl/deepvoice/CQT_test_nocan/ILXBAHGO.ogg,1,0
ACHMYSZY,/home/tdl/deepvoice/CQT_test_nocan/ACHMYSZY.ogg,1,0
OOZPNECD,/home/tdl/deepvoice/CQT_test_nocan/OOZPNECD.ogg,0,1
VLEAMXMN,/home/tdl/deepvoice/CQT_test_nocan/VLEAMXMN.ogg,1,0
ZFBXUOND,/home/tdl/deepvoice/CQT_test_nocan/ZFBXUOND.ogg,0,1
mixed_15199,/home/tdl/deepvoice/CQT_test_nocan/mixed_15199.ogg,1,1
mixed_12514,/home/tdl/deepvoice/CQT_test_nocan/mixed_12514.ogg,1,1
NSYIYLQP,/home/tdl/deepvoice/CQT_test_nocan/NSYIYLQP.ogg,0,1
ERSMQFRG,/home/tdl/deepvoice/CQT_test_nocan/ERSMQFRG.ogg,1,0
mixed_9341,/home/tdl/deepvoice/CQT_test_nocan/mixed_9341.ogg,1,1
mixed_16702,/home/tdl/deepvoice/CQT_test_nocan/mixed_16702.ogg,1,1
mixed_24030,/home/tdl/deepvoice/CQT_test_nocan/mixed_24030.ogg,1,1
LIGFDGRP,/home/tdl/deepvoice/CQT_test_nocan/LIGFDGRP.ogg,0,1
HYCHQFIS,/home/tdl/deepvoice/CQT_test_nocan/HYCHQFIS.ogg,0,1
mixed_23186,/home/tdl/deepvoice/CQT_test_nocan/mixed_23186.ogg,1,1
mixed_2519,/home/tdl/deepvoice/CQT_test_nocan/mixed_2519.ogg,1,1
UEOAYXIG,/home/tdl/deepvoice/CQT_test_nocan/UEOAYXIG.ogg,0,1
mixed_16127,/home/tdl/deepvoice/CQT_test_nocan/mixed_16127.ogg,1,1
GZAJUPHI,/home/tdl/deepvoice/CQT_test_nocan/GZAJUPHI.ogg,0,1
TORVOQIS,/home/tdl/deepvoice/CQT_test_nocan/TORVOQIS.ogg,0,1
GDIPGLJD,/home/tdl/deepvoice/CQT_test_nocan/GDIPGLJD.ogg,1,0
QOWSLJTO,/home/tdl/deepvoice/CQT_test_nocan/QOWSLJTO.ogg,1,0
SEBRGWWW,/home/tdl/deepvoice/CQT_test_nocan/SEBRGWWW.ogg,1,0
VFHWOJRW,/home/tdl/deepvoice/CQT_test_nocan/VFHWOJRW.ogg,0,1
HPIRDZCP,/home/tdl/deepvoice/CQT_test_nocan/HPIRDZCP.ogg,1,0
mixed_2393,/home/tdl/deepvoice/CQT_test_nocan/mixed_2393.ogg,1,1
mixed_3098,/home/tdl/deepvoice/CQT_test_nocan/mixed_3098.ogg,1,1
mixed_19868,/home/tdl/deepvoice/CQT_test_nocan/mixed_19868.ogg,1,1
mixed_3400,/home/tdl/deepvoice/CQT_test_nocan/mixed_3400.ogg,1,1
PMHWYGPL,/home/tdl/deepvoice/CQT_test_nocan/PMHWYGPL.ogg,1,0
XNMJKGPV,/home/tdl/deepvoice/CQT_test_nocan/XNMJKGPV.ogg,1,0
WCXVIGNX,/home/tdl/deepvoice/CQT_test_nocan/WCXVIGNX.ogg,0,1
ILQKLUFH,/home/tdl/deepvoice/CQT_test_nocan/ILQKLUFH.ogg,1,0
QISAQOZX,/home/tdl/deepvoice/CQT_test_nocan/QISAQOZX.ogg,0,1
mixed_7044,/home/tdl/deepvoice/CQT_test_nocan/mixed_7044.ogg,1,1
mixed_1870,/home/tdl/deepvoice/CQT_test_nocan/mixed_1870.ogg,1,1
CRQMIJLO,/home/tdl/deepvoice/CQT_test_nocan/CRQMIJLO.ogg,0,1
mixed_22762,/home/tdl/deepvoice/CQT_test_nocan/mixed_22762.ogg,1,1
mixed_621,/home/tdl/deepvoice/CQT_test_nocan/mixed_621.ogg,1,1
TJTLSWBI,/home/tdl/deepvoice/CQT_test_nocan/TJTLSWBI.ogg,0,1
UIMBNFBR,/home/tdl/deepvoice/CQT_test_nocan/UIMBNFBR.ogg,1,0
WQXJXZBI,/home/tdl/deepvoice/CQT_test_nocan/WQXJXZBI.ogg,0,1
mixed_10385,/home/tdl/deepvoice/CQT_test_nocan/mixed_10385.ogg,1,1
YVJMBJYW,/home/tdl/deepvoice/CQT_test_nocan/YVJMBJYW.ogg,0,1
mixed_21256,/home/tdl/deepvoice/CQT_test_nocan/mixed_21256.ogg,1,1
mixed_11112,/home/tdl/deepvoice/CQT_test_nocan/mixed_11112.ogg,1,1
DGKRJEAA,/home/tdl/deepvoice/CQT_test_nocan/DGKRJEAA.ogg,0,1
BHJQNYAR,/home/tdl/deepvoice/CQT_test_nocan/BHJQNYAR.ogg,0,1
ZIBTVVAS,/home/tdl/deepvoice/CQT_test_nocan/ZIBTVVAS.ogg,0,1
MOAWVCUG,/home/tdl/deepvoice/CQT_test_nocan/MOAWVCUG.ogg,0,1
YZETHBQQ,/home/tdl/deepvoice/CQT_test_nocan/YZETHBQQ.ogg,1,0
VUPIAALQ,/home/tdl/deepvoice/CQT_test_nocan/VUPIAALQ.ogg,1,0
GQQXWBPA,/home/tdl/deepvoice/CQT_test_nocan/GQQXWBPA.ogg,0,1
EZNKEDMJ,/home/tdl/deepvoice/CQT_test_nocan/EZNKEDMJ.ogg,0,1
NKPTSAPL,/home/tdl/deepvoice/CQT_test_nocan/NKPTSAPL.ogg,1,0
NQERWSPX,/home/tdl/deepvoice/CQT_test_nocan/NQERWSPX.ogg,0,1
QBGAXLWC,/home/tdl/deepvoice/CQT_test_nocan/QBGAXLWC.ogg,0,1
UWGOVZUE,/home/tdl/deepvoice/CQT_test_nocan/UWGOVZUE.ogg,1,0
mixed_15161,/home/tdl/deepvoice/CQT_test_nocan/mixed_15161.ogg,1,1
ZYBARYWW,/home/tdl/deepvoice/CQT_test_nocan/ZYBARYWW.ogg,0,1
WMYVFNAU,/home/tdl/deepvoice/CQT_test_nocan/WMYVFNAU.ogg,0,1
OQYIXFVU,/home/tdl/deepvoice/CQT_test_nocan/OQYIXFVU.ogg,1,0
EHRURNMV,/home/tdl/deepvoice/CQT_test_nocan/EHRURNMV.ogg,0,1
JZHNGIZW,/home/tdl/deepvoice/CQT_test_nocan/JZHNGIZW.ogg,0,1
WJVRFBKU,/home/tdl/deepvoice/CQT_test_nocan/WJVRFBKU.ogg,0,1
mixed_10605,/home/tdl/deepvoice/CQT_test_nocan/mixed_10605.ogg,1,1
WKIOKKVO,/home/tdl/deepvoice/CQT_test_nocan/WKIOKKVO.ogg,0,1
mixed_14279,/home/tdl/deepvoice/CQT_test_nocan/mixed_14279.ogg,1,1
FXUQYSAP,/home/tdl/deepvoice/CQT_test_nocan/FXUQYSAP.ogg,1,0
mixed_22575,/home/tdl/deepvoice/CQT_test_nocan/mixed_22575.ogg,1,1
mixed_15893,/home/tdl/deepvoice/CQT_test_nocan/mixed_15893.ogg,1,1
GNMSQQRP,/home/tdl/deepvoice/CQT_test_nocan/GNMSQQRP.ogg,1,0
RBGUXZPN,/home/tdl/deepvoice/CQT_test_nocan/RBGUXZPN.ogg,1,0
ISMFGRKS,/home/tdl/deepvoice/CQT_test_nocan/ISMFGRKS.ogg,1,0
EMFPKODF,/home/tdl/deepvoice/CQT_test_nocan/EMFPKODF.ogg,1,0
VWMFFWLF,/home/tdl/deepvoice/CQT_test_nocan/VWMFFWLF.ogg,1,0
mixed_11046,/home/tdl/deepvoice/CQT_test_nocan/mixed_11046.ogg,1,1
TCVMZBYT,/home/tdl/deepvoice/CQT_test_nocan/TCVMZBYT.ogg,0,1
ZMERWAKO,/home/tdl/deepvoice/CQT_test_nocan/ZMERWAKO.ogg,0,1
mixed_25273,/home/tdl/deepvoice/CQT_test_nocan/mixed_25273.ogg,1,1
DWCEONRB,/home/tdl/deepvoice/CQT_test_nocan/DWCEONRB.ogg,1,0
mixed_24122,/home/tdl/deepvoice/CQT_test_nocan/mixed_24122.ogg,1,1
EDBJSGBT,/home/tdl/deepvoice/CQT_test_nocan/EDBJSGBT.ogg,0,1
mixed_11753,/home/tdl/deepvoice/CQT_test_nocan/mixed_11753.ogg,1,1
mixed_21265,/home/tdl/deepvoice/CQT_test_nocan/mixed_21265.ogg,1,1
ABFGDXNL,/home/tdl/deepvoice/CQT_test_nocan/ABFGDXNL.ogg,1,0
JDKMFCXR,/home/tdl/deepvoice/CQT_test_nocan/JDKMFCXR.ogg,1,0
BEJHITFO,/home/tdl/deepvoice/CQT_test_nocan/BEJHITFO.ogg,1,0
PFSBMTVJ,/home/tdl/deepvoice/CQT_test_nocan/PFSBMTVJ.ogg,1,0
IETUQLZC,/home/tdl/deepvoice/CQT_test_nocan/IETUQLZC.ogg,1,0
UNNSAOCV,/home/tdl/deepvoice/CQT_test_nocan/UNNSAOCV.ogg,1,0
JFDUBYCB,/home/tdl/deepvoice/CQT_test_nocan/JFDUBYCB.ogg,0,1
mixed_20043,/home/tdl/deepvoice/CQT_test_nocan/mixed_20043.ogg,1,1
FQPVVYLX,/home/tdl/deepvoice/CQT_test_nocan/FQPVVYLX.ogg,0,1
mixed_8388,/home/tdl/deepvoice/CQT_test_nocan/mixed_8388.ogg,1,1
NAEAOVLU,/home/tdl/deepvoice/CQT_test_nocan/NAEAOVLU.ogg,1,0
mixed_14997,/home/tdl/deepvoice/CQT_test_nocan/mixed_14997.ogg,1,1
UTGPYUHS,/home/tdl/deepvoice/CQT_test_nocan/UTGPYUHS.ogg,1,0
mixed_15566,/home/tdl/deepvoice/CQT_test_nocan/mixed_15566.ogg,1,1
WLDZARPS,/home/tdl/deepvoice/CQT_test_nocan/WLDZARPS.ogg,1,0
NAHLSWJI,/home/tdl/deepvoice/CQT_test_nocan/NAHLSWJI.ogg,1,0
HUUBVUEL,/home/tdl/deepvoice/CQT_test_nocan/HUUBVUEL.ogg,0,1
mixed_11237,/home/tdl/deepvoice/CQT_test_nocan/mixed_11237.ogg,1,1
GDXWOZJU,/home/tdl/deepvoice/CQT_test_nocan/GDXWOZJU.ogg,1,0
mixed_23877,/home/tdl/deepvoice/CQT_test_nocan/mixed_23877.ogg,1,1
mixed_10378,/home/tdl/deepvoice/CQT_test_nocan/mixed_10378.ogg,1,1
mixed_9196,/home/tdl/deepvoice/CQT_test_nocan/mixed_9196.ogg,1,1
NRFOOYHS,/home/tdl/deepvoice/CQT_test_nocan/NRFOOYHS.ogg,0,1
YAXZMZCO,/home/tdl/deepvoice/CQT_test_nocan/YAXZMZCO.ogg,0,1
OCIDEDMG,/home/tdl/deepvoice/CQT_test_nocan/OCIDEDMG.ogg,1,0
ZRCUVTBG,/home/tdl/deepvoice/CQT_test_nocan/ZRCUVTBG.ogg,0,1
NJPCZERP,/home/tdl/deepvoice/CQT_test_nocan/NJPCZERP.ogg,1,0
ZHBNBQZN,/home/tdl/deepvoice/CQT_test_nocan/ZHBNBQZN.ogg,1,0
mixed_24959,/home/tdl/deepvoice/CQT_test_nocan/mixed_24959.ogg,1,1
mixed_11445,/home/tdl/deepvoice/CQT_test_nocan/mixed_11445.ogg,1,1
mixed_24552,/home/tdl/deepvoice/CQT_test_nocan/mixed_24552.ogg,1,1
mixed_12065,/home/tdl/deepvoice/CQT_test_nocan/mixed_12065.ogg,1,1
VVRESEGS,/home/tdl/deepvoice/CQT_test_nocan/VVRESEGS.ogg,0,1
KOWCYOLX,/home/tdl/deepvoice/CQT_test_nocan/KOWCYOLX.ogg,0,1
PCCTPTQJ,/home/tdl/deepvoice/CQT_test_nocan/PCCTPTQJ.ogg,1,0
DXMKBQOO,/home/tdl/deepvoice/CQT_test_nocan/DXMKBQOO.ogg,1,0
WHMXIZYW,/home/tdl/deepvoice/CQT_test_nocan/WHMXIZYW.ogg,0,1
mixed_9878,/home/tdl/deepvoice/CQT_test_nocan/mixed_9878.ogg,1,1
EPXGNAYM,/home/tdl/deepvoice/CQT_test_nocan/EPXGNAYM.ogg,0,1
mixed_5858,/home/tdl/deepvoice/CQT_test_nocan/mixed_5858.ogg,1,1
CQQHMUIH,/home/tdl/deepvoice/CQT_test_nocan/CQQHMUIH.ogg,1,0
BQIHHXRF,/home/tdl/deepvoice/CQT_test_nocan/BQIHHXRF.ogg,1,0
XFTBYHJY,/home/tdl/deepvoice/CQT_test_nocan/XFTBYHJY.ogg,0,1
BCIDNNOJ,/home/tdl/deepvoice/CQT_test_nocan/BCIDNNOJ.ogg,0,1
mixed_6969,/home/tdl/deepvoice/CQT_test_nocan/mixed_6969.ogg,1,1
RMPZFOXG,/home/tdl/deepvoice/CQT_test_nocan/RMPZFOXG.ogg,1,0
HSPVZEWN,/home/tdl/deepvoice/CQT_test_nocan/HSPVZEWN.ogg,1,0
mixed_16711,/home/tdl/deepvoice/CQT_test_nocan/mixed_16711.ogg,1,1
MRZQEWBF,/home/tdl/deepvoice/CQT_test_nocan/MRZQEWBF.ogg,0,1
EXOMIDWN,/home/tdl/deepvoice/CQT_test_nocan/EXOMIDWN.ogg,1,0
QRTBCTWG,/home/tdl/deepvoice/CQT_test_nocan/QRTBCTWG.ogg,0,1
mixed_21467,/home/tdl/deepvoice/CQT_test_nocan/mixed_21467.ogg,1,1
SFDVKUIQ,/home/tdl/deepvoice/CQT_test_nocan/SFDVKUIQ.ogg,0,1
YALZXFDY,/home/tdl/deepvoice/CQT_test_nocan/YALZXFDY.ogg,1,0
mixed_6438,/home/tdl/deepvoice/CQT_test_nocan/mixed_6438.ogg,1,1
IKMNLGSA,/home/tdl/deepvoice/CQT_test_nocan/IKMNLGSA.ogg,0,1
mixed_1469,/home/tdl/deepvoice/CQT_test_nocan/mixed_1469.ogg,1,1
MFUNBCVZ,/home/tdl/deepvoice/CQT_test_nocan/MFUNBCVZ.ogg,0,1
mixed_13379,/home/tdl/deepvoice/CQT_test_nocan/mixed_13379.ogg,1,1
mixed_21548,/home/tdl/deepvoice/CQT_test_nocan/mixed_21548.ogg,1,1
YBNPSMUP,/home/tdl/deepvoice/CQT_test_nocan/YBNPSMUP.ogg,0,1
mixed_20610,/home/tdl/deepvoice/CQT_test_nocan/mixed_20610.ogg,1,1
GLHHFQHQ,/home/tdl/deepvoice/CQT_test_nocan/GLHHFQHQ.ogg,1,0
mixed_19674,/home/tdl/deepvoice/CQT_test_nocan/mixed_19674.ogg,1,1
WDQUWUDK,/home/tdl/deepvoice/CQT_test_nocan/WDQUWUDK.ogg,0,1
YJOCSRSI,/home/tdl/deepvoice/CQT_test_nocan/YJOCSRSI.ogg,0,1
YSIQHYTO,/home/tdl/deepvoice/CQT_test_nocan/YSIQHYTO.ogg,0,1
GSCBEBMO,/home/tdl/deepvoice/CQT_test_nocan/GSCBEBMO.ogg,1,0
OODAIMHP,/home/tdl/deepvoice/CQT_test_nocan/OODAIMHP.ogg,0,1
DPPCJEXG,/home/tdl/deepvoice/CQT_test_nocan/DPPCJEXG.ogg,0,1
CCEMYFCQ,/home/tdl/deepvoice/CQT_test_nocan/CCEMYFCQ.ogg,1,0
TPFTJAQW,/home/tdl/deepvoice/CQT_test_nocan/TPFTJAQW.ogg,0,1
DZARLOZS,/home/tdl/deepvoice/CQT_test_nocan/DZARLOZS.ogg,1,0
JVWYJGFQ,/home/tdl/deepvoice/CQT_test_nocan/JVWYJGFQ.ogg,1,0
QAPMUHFH,/home/tdl/deepvoice/CQT_test_nocan/QAPMUHFH.ogg,1,0
mixed_14356,/home/tdl/deepvoice/CQT_test_nocan/mixed_14356.ogg,1,1
TNSAMCLZ,/home/tdl/deepvoice/CQT_test_nocan/TNSAMCLZ.ogg,1,0
YPMDUJRH,/home/tdl/deepvoice/CQT_test_nocan/YPMDUJRH.ogg,1,0
mixed_7504,/home/tdl/deepvoice/CQT_test_nocan/mixed_7504.ogg,1,1
CATBWCMC,/home/tdl/deepvoice/CQT_test_nocan/CATBWCMC.ogg,1,0
mixed_2208,/home/tdl/deepvoice/CQT_test_nocan/mixed_2208.ogg,1,1
BYYUVRQP,/home/tdl/deepvoice/CQT_test_nocan/BYYUVRQP.ogg,0,1
mixed_27133,/home/tdl/deepvoice/CQT_test_nocan/mixed_27133.ogg,1,1
WOZFLMBO,/home/tdl/deepvoice/CQT_test_nocan/WOZFLMBO.ogg,1,0
RHUCUJIO,/home/tdl/deepvoice/CQT_test_nocan/RHUCUJIO.ogg,1,0
